title,studio,domestic_gross,foreign_gross,year,total_gross
jack and the cuckoo-clock heart,Shout!,0,3400000,2014,3400000
the grand seduction,EOne,3400000,0,2014,3400000
enemy,A24,1000000,2400000,2014,3400000
words and pictures,RAtt.,2200000,1200000,2014,3400000
the protector 2,Magn.,2500,3300000,2014,3302500
the rover,A24,1100000,2100000,2014,3200000
the mystery of happiness,Strand,8500,3200000,2014,3208500
rosewater,ORF,3100000,0,2014,3100000
obvious child,A24,3100000,0,2014,3100000
the german doctor,Gold.,418000,2600000,2014,3018000
citizenfour,RTWC,2800000,202000,2014,3002000
a coffee in berlin,MBox,150000,2600000,2014,2750000
the good lie,WB,2700000,0,2014,2700000
the raid 2,SPC,2600000,0,2014,2600000
living is easy with eyes closed,Outs,11600,2600000,2014,2611600
a five star life,MBox,307000,2200000,2014,2507000
kick,UTV,2500000,0,2014,2500000
kill the messenger,Focus,2500000,0,2014,2500000
the homesman,Saban,2400000,0,2014,2400000
blood ties (2014),RAtt.,42500,2400000,2014,2442500
the guest (2014),PH,333000,2000000,2014,2333000
life of riley,KL,11600,2300000,2014,2311600
ode to my father,CJ,2300000,0,2014,2300000
love is strange,SPC,2300000,0,2014,2300000
marius,KL,9800,2200000,2014,2209800
"men, women & children",Par.,706000,1500000,2014,2206000
2 states,UTV,2200000,0,2014,2200000
nymphomaniac: volume ii,Magn.,327000,1900000,2014,2227000
le week-end,MBox,2200000,0,2014,2200000
gloria (2014),RAtt.,2100000,0,2014,2100000
"20,000 days on earth",Drft.,280000,1800000,2014,2080000
only lovers left alive,SPC,1900000,0,2014,1900000
tusk,A24,1800000,0,2014,1800000
awake: the life of yogananda,CF&SR,1500000,0,2014,1500000
fed up,RTWC,1500000,0,2014,1500000
finding vivian maier,IFC,1500000,0,2014,1500000
make your move,HTR,125000,1300000,2014,1425000
bright days ahead,Trib.,21800,1400000,2014,1421800
locke,A24,1400000,0,2014,1400000
force majeure,Magn.,1400000,0,2014,1400000
postman pat: the movie,Shout!,1500,1300000,2014,1301500
just a sigh,Distrib.,75500,1200000,2014,1275500
jai ho,Eros,1300000,0,2014,1300000
for a woman,FM,32299,1200000,2014,1232299
singham returns,Eros,1200000,0,2014,1200000
why don't you play in hell,Drft.,28500,1200000,2014,1228500
the remaining,Triu,1200000,0,2014,1200000
the way he looks,Strand,101000,1100000,2014,1201000
ilo ilo,FM,56800,1100000,2014,1156800
hector and the search for happiness,Rela.,1100000,0,2014,1100000
leviathan (2014),SPC,1100000,0,2014,1100000
the captive,A24,1100000,0,2014,1100000
laggies,A24,1100000,0,2014,1100000
jackpot,DR,800,1100000,2014,1100800
lila lila,Crnth,0,1100000,2014,1100000
haider,UTV,1000000,0,2014,1000000
third person,SPC,1000000,0,2014,1000000
borgman,Drft.,57500,952000,2014,1009500
the disappearance of eleanor rigby,Wein.,588000,397000,2014,985000
shaadi ke side effects,Eros,921000,0,2014,921000
song of the sea,GK,858000,0,2014,858000
kochadaiiyaan,Eros,817000,0,2014,817000
age of uprising: the legend of michael kohlhaas (u.s. only),MBox,3300,797000,2014,800300
the zero theorem,Ampl.,258000,513000,2014,771000
palo alto,Trib.,768000,0,2014,768000
ek villain,Eros,731000,0,2014,731000
khoobsurat,UTV,711000,0,2014,711000
holiday (2014),Relbig.,707000,0,2014,707000
hasee toh phasee,Relbig.,646000,0,2014,646000
frank,Magn.,645000,0,2014,645000
mary kom,Eros,621000,0,2014,621000
the signal (2014),Focus,601000,0,2014,601000
back in time (congcong nanian),CL,569000,0,2014,569000
highway (2014),UTV,529000,0,2014,529000
dom hemingway,FoxS,524000,0,2014,524000
the one i love,RTWC,513000,0,2014,513000
archipelago,KL,7800,492000,2014,499800
a girl walks home alone at night,KL,492000,0,2014,492000
the congress,Drft.,138000,318000,2014,456000
in secret,RAtt.,444000,0,2014,444000
bjork - biophilia live,CP,128000,306000,2014,434000
but always (yi sheng yi shi),CL,431000,0,2014,431000
beijing love story,CL,428000,0,2014,428000
goodbye to language,KL,390000,0,2014,390000
humpty sharma ki dulhania,Relbig.,380000,0,2014,380000
women who flirt (sajiao nvren),CL,375000,0,2014,375000
joe (2014),RAtt.,373000,0,2014,373000
omar,AF,356000,0,2014,356000
the face of love,IFC,350000,0,2014,350000
jimi: all is by my side,XL,341000,0,2014,341000
i origins,FoxS,336000,0,2014,336000
the last sentence,MBox,62500,265000,2014,327500
on my way,Cohen,317000,0,2014,317000
happy ending,Eros,314000,0,2014,314000
i am eleven,Proud,310000,0,2014,310000
7 boxes,BGP,38100,267000,2014,305100
the dance of reality,Abk.,294000,0,2014,294000
elsa & fred (2014),MNE,286000,0,2014,286000
main tera hero,Eros,275000,0,2014,275000
night moves,Cdgm.,272000,0,2014,272000
love on the cloud (wei ai),CL,272000,0,2014,272000
life of crime,RAtt.,265000,0,2014,265000
the green prince,MBox,258000,0,2014,258000
action jackson (2014),Eros,257000,0,2014,257000
the blue room,IFC,255000,0,2014,255000
tazza: the hidden card,CJ,252000,0,2014,252000
james cameron's deepsea challenge 3d,DLA,236000,0,2014,236000
gabrielle (2014),EOne,5500,222000,2014,227500
the breakup guru,CL,209000,0,2014,209000
bethlehem,AF,202000,0,2014,202000
the double (2014),Magn.,200000,0,2014,200000
listen up philip,Trib.,200000,0,2014,200000
we are the best!,Magn.,181000,0,2014,181000
that demon within,CL,172000,0,2014,172000
god's pocket,IFC,170000,0,2014,170000
unrelated,KL,4500,154000,2014,158500
the polar express (2014 re-issue),WB,139000,0,2014,139000
may in the summer,Cohen,22000,112000,2014,134000
the jewish cardinal,FM,134000,0,2014,134000
zero motivation,Zeit.,116000,0,2014,116000
life's a breeze,Magn.,3500,99700,2014,103200
the golden era,CL,103000,0,2014,103000
god help the girl,Ampl.,103000,0,2014,103000
the best offer,IFC,100000,0,2014,100000
child's pose,Zeit.,97200,0,2014,97200
cuban fury,EOne,92400,0,2014,92400
girl on a bicycle,Mont.,91400,0,2014,91400
breathe in,Cohen,89700,0,2014,89700
life after beth,A24,88300,0,2014,88300
advanced style,B360,87900,0,2014,87900
better living through chemistry,Gold.,75100,0,2014,75100
for no good reason,SPC,67400,0,2014,67400
the notebook (2014),SPC,66600,0,2014,66600
heropanti,UTV,63600,0,2014,63600
no tears for the dead,CJ,63100,0,2014,63100
young and beautiful,IFC,61100,0,2014,61100
siddharth,Zeit.,60500,0,2014,60500
walk of shame,FCW,59200,0,2014,59200
the conformist (2014 re-release),KL,58700,0,2014,58700
rudderless,Gold.,58300,0,2014,58300
the rocket (2014),KL,56800,0,2014,56800
in bloom,BWP,56100,0,2014,56100
starred up,Trib.,54900,0,2014,54900
half of a yellow sun,Mont.,54500,0,2014,54500
hateship loveship,IFC,54000,0,2014,54000
"1,000 times good night",FM,53900,0,2014,53900
the missing picture,Strand,52200,0,2014,52200
decoding annie parker,EOne,48400,0,2014,48400
alphaville (2013 re-release),Rialto,47700,0,2014,47700
return to the hiding place,SEA,45400,0,2014,45400
policeman,Crnth,11300,27000,2014,38300
white bird in a blizzard,Magn.,33800,0,2014,33800
the hero of color city,Magn.,32200,0,2014,32200
bird people,IFC,32100,0,2014,32100
closed curtain,Vari.,28100,0,2014,28100
lilting,Strand,27100,0,2014,27100
adult world,IFC,25400,0,2014,25400
a tale of winter (conte d'hiver),BWP,23300,0,2014,23300
the decent one,KL,21300,0,2014,21300
guardian angel,RME,19500,0,2014,19500
tasting menu,Magn.,18700,0,2014,18700
two night stand,EOne,18600,0,2014,18600
burning bush,KL,16700,0,2014,16700
horses of god,KL,14800,0,2014,14800
13 sins,RTWC,13800,0,2014,13800
camp x-ray,IFC,13300,0,2014,13300
special id,WGUSA,12700,0,2014,12700
wolves,KE,12100,0,2014,12100
falcon rising,Free,11800,0,2014,11800
you're not you,EOne,11500,0,2014,11500
the amazing catfish,Strand,11300,0,2014,11300
stray dogs,CGld,10400,0,2014,10400
canopy,Mont.,8500,0,2014,8500
love is in the air,FCW,8400,0,2014,8400
empty hours,Strand,8200,0,2014,8200
rigor mortis,WGUSA,7900,0,2014,7900
the little bedroom,CLS,7400,0,2014,7400
very good girls,WGUSA,6900,0,2014,6900
pioneer,Magn.,6900,0,2014,6900
life of a king,MNE,6500,0,2014,6500
the strange little cat,KS,5900,0,2014,5900
"2 autumns, 3 winters",FM,5800,0,2014,5800
the devil's hand,RAtt.,5700,0,2014,5700
anna,VE,4300,0,2014,4300
open windows,Cdgm.,1800,0,2014,1800
mr. pip,Free,1700,0,2014,1700
star wars: the force awakens,BV,936700000,1131,2015,936701131
jurassic world,Uni.,652300000,1019,2015,652301019
furious 7,Uni.,353000000,1163,2015,353001163
avengers: age of ultron,BV,459000000,946400000,2015,1405400000
minions,Uni.,336000000,823400000,2015,1159400000
spectre,Sony,200100000,680600000,2015,880700000
inside out,BV,356500000,501100000,2015,857600000
mission: impossible - rogue nation,Par.,195000000,487700000,2015,682700000
the hunger games: mockingjay - part 2,LGF,281700000,371700000,2015,653400000
the martian,Fox,228400000,401700000,2015,630100000
fifty shades of grey,Uni.,166200000,404800000,2015,571000000
cinderella (2015),BV,201200000,342400000,2015,543600000
the revenant,Fox,183600000,349300000,2015,532900000
ant-man,BV,180200000,339100000,2015,519300000
hotel transylvania 2,Sony,169700000,305100000,2015,474800000
san andreas,WB (NL),155200000,318800000,2015,474000000
terminator: genisys,Par.,89800000,350800000,2015,440600000
kingsman: the secret service,Fox,128300000,286100000,2015,414400000
home (2015),Fox,177400000,208600000,2015,386000000
mad max: fury road,WB,153600000,224800000,2015,378400000
the good dinosaur,BV,123100000,209100000,2015,332200000
taken 3,Fox,89300000,237200000,2015,326500000
the spongebob movie: sponge out of water,Par.,163000000,162200000,2015,325200000
maze runner: the scorch trials,Fox,81700000,230600000,2015,312300000
the divergent series: insurgent,LG/S,130199999,167100000,2015,297299999
pitch perfect 2,Uni.,184300000,103200000,2015,287500000
paddington,W/Dim.,76300000,191800000,2015,268100000
mojin: the lost legend,WGUSA,1200000,258100000,2015,259300000
lost in hong kong,WGUSA,1300000,255000000,2015,256300000
the peanuts movie,Fox,130199999,116100000,2015,246299999
pixels,Sony,78700000,166100000,2015,244800000
daddy's home,Par.,150400000,92400000,2015,242800000
spy,Fox,110800000,124800000,2015,235600000
alvin and the chipmunks: the road chip,Fox,85900000,148900000,2015,234800000
goodbye mr. loser,CL,1300000,226800000,2015,228100000
ted 2,Uni.,81500000,135200000,2015,216700000
tomorrowland,BV,93400000,115700000,2015,209100000
everest (2015),Uni.,43500000,159900000,2015,203400000
straight outta compton,Uni.,161200000,40400000,2015,201600000
the intern,WB,75800000,118800000,2015,194600000
jupiter ascending,WB,47400000,136600000,2015,184000000
creed,WB (NL),109800000,63800000,2015,173600000
fantastic four,Fox,56100000,111900000,2015,168000000
bridge of spies,BV,72300000,93200000,2015,165500000
focus (2015),WB,53900000,105200000,2015,159100000
the hateful eight,Wein.,54100000,101600000,2015,155700000
goosebumps,Sony,80100000,70100000,2015,150200000
the last witch hunter,LG/S,27400000,119600000,2015,147000000
the taking of tiger mountain,WGUSA,229000,141400000,2015,141629000
trainwreck,Uni.,110200000,30600000,2015,140800000
mr. six,CL,1400000,137800000,2015,139200000
point break (2015),WB,28800000,104900000,2015,133700000
the big short,Par.,70300000,63200000,2015,133500000
pan,WB,35100000,93300000,2015,128400000
wolf totem,Sony,211000,125600000,2015,125811000
magic mike xxl,WB,66000000,56500000,2015,122500000
dragon blade,LGP,74100,121500000,2015,121574100
seventh son,Uni.,17200000,97000000,2015,114200000
insidious chapter 3,Focus,52200000,60800000,2015,113000000
get hard,WB,90400000,21400000,2015,111800000
the man from u.n.c.l.e.,WB,45400000,64400000,2015,109800000
paul blart: mall cop 2,Sony,71000000,36600000,2015,107600000
shaun the sheep movie,LGF,19400000,86800000,2015,106200000
sisters,Uni.,87000000,18000000,2015,105000000
vacation,WB (NL),58900000,46000000,2015,104900000
chappie,Sony,31600000,70500000,2015,102100000
joy,Fox,56500000,44700000,2015,101200000
black mass,WB,62600000,37200000,2015,99800000
devil and angel (e gun tian shi),CL,131000,98500000,2015,98631000
the visit,Uni.,65200000,33200000,2015,98400000
spotlight,ORF,45100000,53200000,2015,98300000
poltergeist (2015),Fox,47400000,48000000,2015,95400000
in the heart of the sea,WB,25000000,68900000,2015,93900000
southpaw,Wein.,52400000,39500000,2015,91900000
the second best exotic marigold hotel,FoxS,33100000,52900000,2015,86000000
paper towns,Fox,32000000,53500000,2015,85500000
sicario,LGF,46900000,38000000,2015,84900000
hitman: agent 47,Fox,22500000,59900000,2015,82400000
the wedding ringer,SGem,64500000,15300000,2015,79800000
paranormal activity: the ghost dimension,Par.,18300000,60600000,2015,78900000
crimson peak,Uni.,31100000,43600000,2015,74700000
the transporter refueled,EC,16000000,56600000,2015,72600000
run all night,WB,26500000,45200000,2015,71700000
war room,TriS,67800000,0,2015,67800000
the age of adaline,LGF,42600000,23000000,2015,65600000
the danish girl,Focus,11100000,53100000,2015,64200000
unfriended,Uni.,32500000,31600000,2015,64100000
the longest ride,Fox,37400000,25500000,2015,62900000
brooklyn,FoxS,38300000,23800000,2015,62100000
dragon ball z: resurrection 'f',FUN,8000000,53800000,2015,61800000
woman in gold,Wein.,33299999,28300000,2015,61599999
krampus,Uni.,42700000,18800000,2015,61500000
the walk,TriS,10100000,51000000,2015,61100000
the perfect guy,SGem,57000000,3200000,2015,60200000
the gift (2015),STX,43800000,15200000,2015,59000000
no escape,Wein.,27300000,27100000,2015,54400000
sinister 2,Focus,27700000,25100000,2015,52800000
prem ratan dhan payo,FIP,4400000,48200000,2015,52600000
the boy next door,Uni.,35400000,17000000,2015,52400000
the night before,Sony,43000000,9300000,2015,52300000
hot pursuit,WB (NL),34600000,17100000,2015,51700000
the 100-year old man who climbed out the window and disappeared,MBox,944000,50200000,2015,51144000
the himalayas,CJ,697000,49800000,2015,50497000
surprise - journey to the west,AR,0,49600000,2015,49600000
entourage,WB,32400000,16900000,2015,49300000
the woman in black 2: angel of death,Rela.,26500000,22400000,2015,48900000
concussion (2015),Sony,34500000,14100000,2015,48600000
mortdecai,LGF,7700000,39600000,2015,47300000
coming home (2015),SPC,378000,46400000,2015,46778000
"mcfarland, usa",BV,44500000,1200000,2015,45700000
max (2015),WB,42700000,1300000,2015,44000000
still alice,SPC,18800000,25100000,2015,43900000
the duff,LGF,34000000,9500000,2015,43500000
legend,Uni.,1900000,41100000,2015,43000000
the gallows,WB (NL),22800000,20200000,2015,43000000
love the coopers,LGF,26300000,16100000,2015,42400000
the lady in the van,SPC,10000000,31400000,2015,41400000
ricki and the flash,TriS,26800000,14500000,2015,41300000
carol,Wein.,12700000,27600000,2015,40300000
the lazarus effect,Rela.,25800000,12600000,2015,38400000
the water diviner,WB,4200000,34000000,2015,38200000
a walk in the woods,BG,29500000,8000000,2015,37500000
ex machina,A24,25400000,11400000,2015,36800000
burnt,Wein.,13700000,23000000,2015,36700000
room,A24,14700000,20700000,2015,35400000
the secret in their eyes (2015),STX,20200000,14700000,2015,34900000
steve jobs,Uni.,17800000,16700000,2015,34500000
victor frankenstein,Fox,5800000,28500000,2015,34300000
project almanac,Par.,22300000,10900000,2015,33200000
self/less,Focus,12300000,18200000,2015,30500000
far from the madding crowd,FoxS,12200000,18000000,2015,30200000
mr. holmes,RAtt.,17700000,11600000,2015,29300000
love & mercy,RAtt.,12600000,16100000,2015,28700000
irrational man,SPC,4000000,23400000,2015,27400000
american ultra,LGF,14400000,12700000,2015,27100000
wild tales,SPC,3100000,23900000,2015,27000000
aloha,Sony,21100000,5200000,2015,26300000
"love, rosie",TFA,20400,25600000,2015,25620400
the 33,WB,12200000,12700000,2015,24900000
capture the flag,Par.,6700,24600000,2015,24606700
the gunman,ORF,10700000,13500000,2015,24200000
go away mr. tumor,CL,287000,21500000,2015,21787000
black or white,Rela.,21600000,0,2015,21600000
blackhat,Uni.,8000000,11600000,2015,19600000
dope,ORF,17500000,480000,2015,17980000
brothers: blood against blood,FIP,614000,17200000,2015,17814000
while we're young,A24,7600000,9700000,2015,17300000
monkey kingdom,BV,16399999,711000,2015,17110999
macbeth (2015),Wein.,1100000,15200000,2015,16300000
scouts guide to the zombie apocalypse,Par.,3700000,12400000,2015,16100000
suffragette,Focus,4700000,11300000,2015,16000000
it follows,RTWC,14700000,0,2015,14700000
unfinished business,Fox,10200000,4200000,2015,14400000
do you believe?,PFR,13000000,1400000,2015,14400000
woodlawn,PFR,14400000,0,2015,14400000
strange magic,BV,12400000,1200000,2015,13600000
hot tub time machine 2,Par.,12300000,767000,2015,13067000
child 44,LG/S,1200000,11700000,2015,12900000
we are your friends,WB,3600000,7500000,2015,11100000
danny collins,BST,5600000,5200000,2015,10800000
kung fu killer,WGUSA,130000,10000000,2015,10130000
a little chaos,FCW,558000,9500000,2015,10058000
the loft,ORF,6000000,4099999,2015,10099999
the young & prodigious t.s. spivet,Wein.,174000,9300000,2015,9474000
shanghai,Wein.,46400,9200000,2015,9246400
un gallo con muchos huevos,LGF,9100000,0,2015,9100000
me and earl and the dying girl,FoxS,6800000,2300000,2015,9100000
amy,A24,8400000,0,2015,8400000
shaandaar,FIP,522000,7800000,2015,8322000
trumbo (2015),BST,7900000,378000,2015,8278000
bajrangi bhaijaan,Eros,8199999,0,2015,8199999
i'll see you in my dreams,BST,7400000,0,2015,7400000
the green inferno,BH Tilt,7200000,0,2015,7200000
grandma (2015),SPC,7000000,107000,2015,7107000
our brand is crisis (2015),WB,7000000,0,2015,7000000
baahubali: the beginning,BSC,6700000,0,2015,6700000
bajirao mastani,Eros,6600000,0,2015,6600000
little boy,ORF,6500000,0,2015,6500000
what we do in the shadows,U/P,3500000,2800000,2015,6300000
anomalisa,Par.,3800000,1900000,2015,5700000
pawn sacrifice,BST,2400000,3100000,2015,5500000
serena,Magn.,176000,4900000,2015,5076000
mr. x,FIP,45000,5000000,2015,5045000
dilwale,UTV,4900000,0,2015,4900000
back to the future day,UHE,1700000,3200000,2015,4900000
trash,FCW,17500,4800000,2015,4817500
true story,FoxS,4700000,0,2015,4700000
"buen dia, ramon",FIP,154000,4500000,2015,4654000
hamari adhuri kahani,FIP,235000,4200000,2015,4435000
45 years,IFC,4200000,0,2015,4200000
escobar: paradise lost,RTWC,196000,3600000,2015,3796000
spare parts,LGF,3600000,0,2015,3600000
learning to drive,BG,3400000,0,2015,3400000
by the sea,Uni.,538000,2800000,2015,3338000
sleeping with other people,IFC,819000,2400000,2015,3219000
phoenix (2015),IFC,3200000,0,2015,3200000
jimmy's hall,SPC,561000,2600000,2015,3161000
dil dhadakne do,Eros,3100000,0,2015,3100000
ladrones,LGF,3100000,0,2015,3100000
remember (canada release),EOne,547000,2500000,2015,3047000
tanu weds manu returns,Eros,3000000,0,2015,3000000
rock the kasbah,ORF,3000000,0,2015,3000000
the end of the tour,A24,3000000,0,2015,3000000
captive (2015),Par.,2600000,218000,2015,2818000
he named me malala,FoxS,2700000,97100,2015,2797100
youth,FoxS,2700000,0,2015,2700000
chi-raq,RAtt.,2700000,0,2015,2700000
truth,SPC,2500000,0,2015,2500000
mistress america,FoxS,2500000,0,2015,2500000
jem and the holograms,Uni.,2200000,149000,2015,2349000
beloved sisters,MBox,54000,2200000,2015,2254000
the riot club,IFC,7700,2100000,2015,2107700
tamasha,UTV,2100000,0,2015,2100000
cake,CLF,2000000,0,2015,2000000
assassination (2015),WGUSA,1900000,0,2015,1900000
clouds of sils maria,IFC,1900000,0,2015,1900000
testament of youth,SPC,1800000,0,2015,1800000
piku,Yash,1800000,0,2015,1800000
the vatican tapes,LGF,1800000,0,2015,1800000
son of saul,SPC,1800000,0,2015,1800000
janis: little girl blue,FR,410000,1200000,2015,1610000
'71,RAtt.,1300000,355000,2015,1655000
the diary of a teenage girl,SPC,1500000,0,2015,1500000
i (2015),AaF,1400000,0,2015,1400000
infinitely polar bear,SPC,1400000,0,2015,1400000
99 homes,BG,1400000,0,2015,1400000
welcome back,Eros,1400000,0,2015,1400000
the salt of the earth,SPC,1300000,0,2015,1300000
maps to the stars,FCW,351000,988000,2015,1339000
iris (2015),Magn.,1300000,0,2015,1300000
the wolfpack,Magn.,1300000,0,2015,1300000
veteran,CJ,1200000,0,2015,1200000
goodnight mommy,RTWC,1200000,0,2015,1200000
black sea,Focus,1200000,0,2015,1200000
miss you already,RAtt.,1200000,0,2015,1200000
where hope grows,RAtt.,1200000,0,2015,1200000
cartel land,Orch.,704000,422000,2015,1126000
timbuktu,Cohen,1100000,0,2015,1100000
dior and i,Orch.,1000000,0,2015,1000000
5 flights up,FCW,1000000,0,2015,1000000
big stone gap,PH,1000000,0,2015,1000000
gett: the trial of viviane amsalem,MBox,988000,0,2015,988000
boruto: naruto the movie,Elev.,920000,0,2015,920000
singh is bling,Eros,919000,0,2015,919000
abcd (any body can dance) 2,UTV,892000,0,2015,892000
mustang,Cohen,845000,0,2015,845000
labyrinth of lies,SPC,794000,0,2015,794000
the d train,IFC,673000,102000,2015,775000
seymour: an introduction,IFC,744000,0,2015,744000
tangerine,Magn.,702000,0,2015,702000
red army,SPC,695000,0,2015,695000
the stanford prison experiment,IFC,661000,0,2015,661000
the assassin,WGUSA,633000,0,2015,633000
"kumiko, the treasure hunter",Ampl.,623000,0,2015,623000
welcome to me,Alc,609000,0,2015,609000
black panthers: vanguard of the revolution,PBS,517000,67200,2015,584200
detective byomkesh bakshy,Yash,579000,0,2015,579000
freeheld,LGF,573000,0,2015,573000
when marnie was there,GK,561000,0,2015,561000
gabbar is back,Eros,535000,0,2015,535000
the last - naruto the movie,Elev.,524000,0,2015,524000
peggy guggenheim art addict,SD,498000,0,2015,498000
phantom (2015),UTV,490000,0,2015,490000
somewhere only we know,CL,482000,0,2015,482000
let's get married,CL,463000,0,2015,463000
bombay velvet,FIP,451000,0,2015,451000
attack on titan: part 1,FUN,450000,0,2015,450000
the third man (2015 re-release),Rialto,449000,0,2015,449000
saint laurent,SPC,429000,0,2015,429000
listen to me marlon,SHO,426000,0,2015,426000
heart of a dog,Abr.,421000,0,2015,421000
the witness (wo shi zheng ren),CL,418000,0,2015,418000
unbranded,Grav.,410000,0,2015,410000
the second mother,Osci.,377000,0,2015,377000
kahlil gibran's the prophet (gathr),Gathr,370000,0,2015,370000
katti batti,UTV,365000,0,2015,365000
kahlil gibran's the prophet,GK,355000,0,2015,355000
effie gray,AF,353000,0,2015,353000
noble,Asp.,347000,0,2015,347000
northern limit line,WGUSA,338000,0,2015,338000
shamitabh,Eros,325000,0,2015,325000
jafar panahi's taxi,KL,322000,0,2015,322000
good kill,IFC,316000,0,2015,316000
running man (2015),CL,311000,0,2015,311000
attack on titan: part 2,FUN,306000,0,2015,306000
theeb,FM,283000,0,2015,283000
white god,Magn.,282000,0,2015,282000
a borrowed identity,Strand,282000,0,2015,282000
in the name of my daughter,Cohen,278000,0,2015,278000
hitchcock/truffaut,Cohen,260000,0,2015,260000
love (2015),Alc,249000,0,2015,249000
tevar,Eros,236000,0,2015,236000
20 once again,CJ,235000,0,2015,235000
slow west,A24,229000,0,2015,229000
a royal night out,ADC,228000,0,2015,228000
a pigeon sat on a branch reflecting on existence,Magn.,223000,0,2015,223000
pyaar ka punchnama 2,Rel.,223000,0,2015,223000
fall in love like a star,CL,213000,0,2015,213000
dark places,A24,209000,0,2015,209000
heneral luna,Abr.,206000,0,2015,206000
gemma bovery,MBox,192000,0,2015,192000
the connection,Drft.,191000,0,2015,191000
love and lost (shi gu),CL,189000,0,2015,189000
stonewall (2015),RAtt.,188000,0,2015,188000
maggie,RAtt.,187000,0,2015,187000
detective k: secret of the lost island,CJ,185000,0,2015,185000
the priests,CJ,185000,0,2015,185000
the farewell party,Gold.,173000,0,2015,173000
a brilliant young mind,Gold.,172000,0,2015,172000
time out of mind,IFC,167000,0,2015,167000
snow girl and the dark crystal,WGUSA,165000,0,2015,165000
c'est si bon,CJ,164000,0,2015,164000
the last women standing,CL,163000,0,2015,163000
5 to 7,IFC,163000,0,2015,163000
after the ball,Free,162000,0,2015,162000
human capital,FM,159000,0,2015,159000
experimenter,Magn.,156000,0,2015,156000
desert dancer,Rela.,155000,0,2015,155000
samba,BG,152000,0,2015,152000
the tribe,Drft.,151000,0,2015,151000
forever young (2015),CL,150000,0,2015,150000
the new girlfriend,Cohen,147000,0,2015,147000
tangerines,Gold.,145000,0,2015,145000
manglehorn,IFC,143000,0,2015,143000
ingrid bergman: in her own words,Rialto,138000,0,2015,138000
twenty (2015),CJ,136000,0,2015,136000
la sapienza,KL,135000,0,2015,135000
mississippi grind,A24,131000,0,2015,131000
a journey through time with anthony,CL,127000,0,2015,127000
boulevard,SM,126000,0,2015,126000
z for zachariah,RAtt.,121000,0,2015,121000
do i sound gay?,IFC,119000,0,2015,119000
love live! the school idol movie,AZ,116000,0,2015,116000
she's funny that way,LGP,112000,0,2015,112000
memories of the sword,WGUSA,111000,0,2015,111000
the look of silence,Drft.,109000,0,2015,109000
the beauty inside,WGUSA,108000,0,2015,108000
the chronicles of evil,CJ,105000,0,2015,105000
every secret thing,SM,104000,0,2015,104000
ghost in the shell: the new movie,FUN,101000,0,2015,101000
black souls (anime nere),Alc,101000,0,2015,101000
a poem is a naked person (2015 re-issue),Jan.,96600,0,2015,96600
saving mr. wu,UEP,92700,0,2015,92700
the tales of hoffmann (2015 re-issue),Rialto,91900,0,2015,91900
christmas eve,Ampl.,91300,0,2015,91300
queen of earth,IFC,91200,0,2015,91200
hero (2015),Eros,88700,0,2015,88700
sunshine superman,Magn.,88100,0,2015,88100
heaven knows what,RTWC,80700,0,2015,80700
nasty baby,Orch.,79800,0,2015,79800
the wonders,Osci.,73400,0,2015,73400
predestination,VE,68400,0,2015,68400
people places things,TFA,67000,0,2015,67000
eden,BG,65500,0,2015,65500
the duke of burgundy,IFC,64500,0,2015,64500
the office,CL,63700,0,2015,63700
flowers,MBox,61600,0,2015,61600
only you,CL,61600,0,2015,61600
girlhood (2015),Strand,60800,0,2015,60800
jauja,CGld,60200,0,2015,60200
gueros,KL,60100,0,2015,60100
i smile back,BG,58700,0,2015,58700
the ark of mr. chow,CL,54100,0,2015,54100
love thy nature,ITL,41100,11800,2015,52900
the advocate: a missing body,CJ,50200,0,2015,50200
heist (2015),LGP,50100,0,2015,50100
difret,TA,49700,0,2015,49700
appropriate behavior,Grav.,46900,0,2015,46900
beyond the reach,RAtt.,45900,0,2015,45900
the salvation,IFC,44900,0,2015,44900
madame bovary,Alc,44200,0,2015,44200
charlie's country,MR,42900,0,2015,42900
pearl button,KL,42200,0,2015,42200
queen and country,BBC,41300,0,2015,41300
the phone,CJ,40500,0,2015,40500
what our fathers did: a nazi legacy,Osci.,40100,0,2015,40100
lila & eve,Gold.,38300,0,2015,38300
before we go,RTWC,37200,0,2015,37200
the mafia only kills in summer,Distrib.,37100,0,2015,37100
knock knock,LGP,36300,0,2015,36300
kindergarten teacher,KL,36200,0,2015,36200
welcome to leith,FRun,36000,0,2015,36000
wild city,WGUSA,34900,0,2015,34900
the forbidden room,KL,34400,0,2015,34400
song one,TFA,32299,0,2015,32299
love forecast,CJ,32200,0,2015,32200
"out 1, noli me tangere",CFilms,31500,0,2015,31500
"3 1/2 minutes, 10 bullets",Part.,30400,0,2015,30400
paulette,Cohen,29500,0,2015,29500
the cut,Strand,28100,0,2015,28100
the keeping room,Drft.,27200,0,2015,27200
big game,EC,24600,0,2015,24600
kill me three times,Magn.,24300,0,2015,24300
"hippocrates, diary of a french doctor",Distrib.,23100,0,2015,23100
court,Zeit.,22900,0,2015,22900
salut d'amour,CJ,22500,0,2015,22500
mediterranea,IFC,22100,0,2015,22100
noma - my perfect storm,Magn.,21100,0,2015,21100
the little death,Magn.,18200,0,2015,18200
gangnam 1970,CJ,18000,0,2015,18000
strangerland,Alc,17500,0,2015,17500
eastern boys,FRun,16800,0,2015,16800
